%X	Y	Z	R	G	B
-2.04240274429	3.1400001049	1.78762793541	0	0	0
-6.74200391769	11.8600006104	6.75199604034	0	0	0
-1.43764674664	3.24700021744	1.84854388237	0	0	0
-1.4410943985	3.27500009537	1.86448442936	0	0	0
-1.41990065575	3.24700021744	1.84854388237	0	0	0
-1.42319536209	3.27500009537	1.86448442936	0	0	0
-1.371722579	3.2380001545	1.84342002869	0	0	0
-1.36666214466	3.24700021744	1.84854388237	0	0	0
-1.38496994972	3.31200027466	1.88554894924	0	0	0
-1.35985267162	3.29500007629	1.87587070465	0	0	0
-1.28860032558	3.29700016975	1.87700915337	0	0	0
-1.2760976553	3.28800010681	1.87188541889	0	0	0
-1.27751767635	3.31500005722	1.88725686073	0	0	0
-1.19981837273	3.35100007057	1.90775191784	0	0	0
-1.18035697937	3.32200026512	1.89124190807	0	0	0
-1.15170538425	3.29200005531	1.87416279316	0	0	0
-1.14201509953	3.29000020027	1.87302410603	0	0	0
-1.06304991245	3.18800020218	1.81495475769	0	0	0
-1.10456764698	3.39600014687	1.93337082863	0	0	0
-1.06782567501	3.42700004578	1.95101928711	0	0	0
-1.02759504318	3.38700008392	1.92824697495	0	0	0
-0.977119088173	3.34100008011	1.9020588398	0	0	0
-0.960868239403	3.34800004959	1.90604400635	0	0	0
-0.923343658447	3.44700026512	1.9624055624	0	0	0
-0.915249764919	3.45200014114	1.96525204182	0	0	0
-0.891968786716	3.4350001812	1.95557379723	0	0	0
-0.893116414547	3.47600007057	1.97891545296	0	0	0
-0.886922240257	3.48900008202	1.9863165617	0	0	0
-0.602268338203	3.49700021744	1.99087095261	0	0	0
-0.530127167702	3.40200018883	1.93678665161	0	0	0
-0.485634237528	3.41600012779	1.94475698471	0	0	0
-1.57598185539	11.7640008926	6.69734191895	0	0	0
-1.5087313652	11.7410001755	6.68424797058	0	0	0
-1.46381831169	11.6390008926	6.62617826462	0	0	0
-0.432776272297	3.6810002327	2.09562373161	0	0	0
-0.417702883482	3.72600007057	2.12124252319	0	0	0
-0.29528477788	2.76900005341	1.5764144659	0	0	0
-0.272755354643	2.62500023842	1.49443411827	0	0	0
-0.367329984903	3.83800029755	2.18500494957	0	0	0
-0.214138433337	2.4470000267	1.39309716225	0	0	0
-0.225678786635	2.66200017929	1.51549851894	0	0	0
-0.291506618261	3.55300021172	2.02275204659	0	0	0
-0.185323134065	2.42000007629	1.37772595882	0	0	0
-0.173688396811	2.35199999809	1.33901298046	0	0	0
-0.169963419437	2.3900001049	1.36064660549	0	0	0
-0.133306697011	2.21500015259	1.26101768017	0	0	0
-0.130873173475	2.27800011635	1.29688417912	0	0	0
-0.121364988387	2.21800017357	1.26272571087	0	0	0
-0.587241232395	11.9230003357	6.78786182404	0	0	0
-0.0930920243263	2.12600016594	1.21034932137	0	0	0
-0.0862628370523	2.25100016594	1.28151285648	0	0	0
-0.0772643908858	2.17100000381	1.23596823215	0	0	0
-0.0704774260521	2.14500021935	1.22116613388	0	0	0
-0.0654893815517	2.1740000248	1.23767614365	0	0	0
-0.06143848598	2.24300003052	1.27695834637	0	0	0
-0.0533856786788	2.16500020027	1.23255228996	0	0	0
-0.0471624173224	2.15100002289	1.22458207607	0	0	0
-0.0425319336355	2.21600008011	1.26158702374	0	0	0
-0.0364433526993	2.21399998665	1.26044845581	0	0	0
-0.0261351466179	2.37700009346	1.35324561596	0	0	0
-0.0188545994461	2.28200006485	1.29916143417	0	0	0
-0.0127125810832	2.2990000248	1.30883967876	0	0	0
-0.00659232633188	2.35700011253	1.34185957909	0	0	0
-0.000146729988046	2.28500008583	1.30086922646	0	0	0
0.00626026652753	2.34600019455	1.33559715748	0	0	0
0.0127197904512	2.35500001907	1.34072089195	0	0	0
0.0189519505948	2.33000016212	1.32648813725	0	0	0
0.025525605306	2.34900021553	1.33730506897	0	0	0
0.030843174085	2.26800012589	1.29119110107	0	0	0
0.0382984988391	2.34500002861	1.33502781391	0	0	0
0.043734382838	2.29400014877	1.30599308014	0	0	0
0.0499595999718	2.29200005531	1.30485451221	0	0	0
0.0581117644906	2.36900019646	1.34869122505	0	0	0
0.0627043992281	2.30000019073	1.30940902233	0	0	0
0.067039899528	2.23500013351	1.27240395546	0	0	0
0.0760275647044	2.32300019264	1.3225030899	0	0	0
0.0824110880494	2.32400012016	1.32307231426	0	0	0
0.0853244587779	2.23400020599	1.27183461189	0	0	0
0.0973636209965	2.37900018692	1.35438430309	0	0	0
0.100633949041	2.30500006676	1.31225550175	0	0	0
0.107860654593	2.32500004768	1.32364165783	0	0	0
0.120878852904	2.33100008965	1.32705748081	0	0	0
0.125665664673	2.30200004578	1.31054759026	0	0	0
0.129032894969	2.25100016594	1.28151285648	0	0	0
0.141730219126	2.36000013351	1.34356749058	0	0	0
0.121217817068	1.7760001421	1.01109147072	0	0	0
0.122166864574	1.72100007534	0.979779481888	0	0	0
0.126206368208	1.71200013161	0.974655687809	0	0	0
0.131878614426	1.72500002384	0.982056677341	0	0	0
0.138767018914	1.69400012493	0.964408099651	0	0	0
0.140010222793	1.65400004387	0.941635847092	0	0	0
0.142695084214	1.63300013542	0.929680407047	0	0	0
0.148419186473	1.64700007439	0.937650620937	0	0	0
1.05372714996	11.3490009308	6.46107959747	0	0	0
0.152581736445	1.55200004578	0.883566439152	0	0	0
0.157934382558	1.56300008297	0.88982874155	0	0	0
0.160441368818	1.54600012302	0.880150556564	0	0	0
0.167328894138	1.57100009918	0.894383192062	0	0	0
0.167579948902	1.5340000391	0.873318850994	0	0	0
0.176810845733	1.57900011539	0.898937702179	0	0	0
0.192596703768	1.67900013924	0.955868542194	0	0	0
0.194131404161	1.65300011635	0.941066503525	0	0	0
0.187472328544	1.56000006199	0.888120889664	0	0	0
0.194930940866	1.58600008488	0.902922868729	0	0	0
0.20253162086	1.61200010777	0.917724907398	0	0	0
0.217372700572	1.65800011158	0.943913042545	0	0	0
0.220029771328	1.64400005341	0.935942709446	0	0	0
0.223702907562	1.63800013065	0.932526886463	0	0	0
0.224139273167	1.60900008678	0.916016936302	0	0	0
0.229672476649	1.617000103	0.920571446419	0	0	0
0.23076158762	1.59400010109	0.907477378845	0	0	0
0.243377581239	1.65000009537	0.939358592033	0	0	0
0.238271549344	1.58600008488	0.902922868729	0	0	0
0.239393308759	1.56500005722	0.890967428684	0	0	0
1.72888898849	11.1040000916	6.32159852982	0	0	0
0.251115292311	1.58500003815	0.902353525162	0	0	0
0.24158641696	1.49900007248	0.85339307785	0	0	0
0.248796805739	1.51800012589	0.86420994997	0	0	0
0.24528002739	1.47200012207	0.838021695614	0	0	0
0.25014936924	1.4770001173	0.840868234634	0	0	0
0.255734443665	1.48600006104	0.845992028713	0	0	0
0.254200726748	1.45400011539	0.827774167061	0	0	0
